crew_size metabolic_profile metabolic_rate meteorite_impact_a meteorite_impact_b insulation_loss airlock_failure vacuum_severity vacuum_fault flow_rate_a flow_rate_b mesh_size filter_clog_fault lstm_param_filter screen_blinding leak_severity leak_fault valve_severity valve_fault bed_length_a bed_length_b pellet_bed_ratio water_preload system_leak heater_failure heater_fault_a co2_scrub_fault half_cycle_time diffuser airflow_rate fan oxygen_fault fire water_fault inlet_humidity inlet_temperature heater_fault_b evaporator_fault compressor_fault humidity_fault ihab_config halo_config
One short low Medium False very_small False very_low nominal nominal nominal nominal clogged Mok nominal low degraded low nominal short short r_24to48 nominal nominal nominal nominal_temp False short forward nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config2 config1
One long low Medium False very_small False low nominal nominal off_down nominal clogged Mok nominal low degraded low nominal short short r_24to48 preloaded nominal nominal nominal_temp True short forward off_nominal with nominal nominal nominal nominal nominal nominal nominal off_nominal nominal config1 config1
One long low Medium False very_small False low nominal nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded low nominal nominal_temp False short forward nominal with off_nominal nominal nominal nominal nominal off_nominal off_nominal off_nominal nominal config1 config2
One short low Medium False very_small False low nominal nominal nominal nominal nominal Mok nominal low off_nominal low nominal short short r_24to48 preloaded low nominal low_temp False short aft nominal without nominal nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
Two long medium Medium True very_small False very_low nominal nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_42to94 preloaded nominal nominal nominal_temp False very_short aft nominal with nominal nominal nominal nominal nominal nominal off_nominal nominal nominal config1 config1
Two short low Medium False very_small False low nominal nominal nominal nominal nominal Mok nominal low off_nominal low nominal short short r_24to48 preloaded low nominal low_temp False very_short forward nominal with off_nominal off_nominal nominal too_dry nominal nominal nominal nominal nominal config1 config1
One long medium Medium False very_small False low nominal nominal degraded_up nominal clogged Mko degraded low degraded low nominal short short r_42to94 preloaded low nominal nominal_temp True short forward nominal with nominal off_nominal nominal too_dry nominal off_nominal off_nominal nominal nominal config1 config1
One long low Medium False very_small False very_low nominal nominal nominal nominal nominal Mko faulty low degraded low nominal short short r_24to48 preloaded nominal nominal low_temp False short forward off_nominal with off_nominal nominal nominal too_dry nominal off_nominal nominal nominal off_nominal config1 config1
One long medium Medium False very_small True medium high_vaccuum nominal nominal nominal clogged Mok nominal low degraded low nominal short short r_24to48 preloaded nominal low low_temp False short forward off_nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
One long low Medium False very_small False low high_vaccuum nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded low nominal nominal_temp False very_short forward nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config2 config1
One short high Medium False very_small False very_high nominal nominal nominal nominal clogged Mok nominal low degraded low nominal short short r_24to48 nominal nominal nominal nominal_temp False very_short aft nominal with nominal nominal nominal too_humid nominal nominal nominal nominal nominal config1 config1
Two short high Medium False very_small False medium nominal nominal nominal nominal nominal Mko nominal low degraded low nominal short short r_24to48 preloaded low nominal nominal_temp False very_short aft nominal with nominal nominal nominal nominal nominal off_nominal off_nominal nominal nominal config1 config1
One long low Medium True very_small False low nominal nominal nominal nominal nominal Mok nominal high degraded low nominal short short r_24to48 preloaded low nominal nominal_temp False short forward nominal with nominal nominal nominal nominal nominal nominal off_nominal off_nominal off_nominal config1 config1
Two long low Small False high False high nominal nominal nominal nominal nominal Mok nominal low off_nominal low nominal short short r_24to48 preloaded nominal nominal low_temp False very_short forward nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
One long low Medium False very_small False low nominal degraded_up off_down nominal nominal Mok nominal low off_nominal low nominal short short r_24to48 preloaded nominal nominal nominal_temp False very_short forward nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
One long low Medium False very_small False very_low nominal nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded nominal nominal low_temp False very_short aft nominal with nominal nominal nominal nominal nominal off_nominal nominal nominal nominal config1 config1
Two short medium Medium False very_small False high nominal nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded low nominal low_temp False short forward nominal with nominal nominal nominal nominal degraded nominal nominal nominal off_nominal config2 config2
One short low Medium True very_high False very_low high_vaccuum nominal nominal nominal clogged Mok nominal high off_nominal low nominal short short r_24to48 nominal high nominal nominal_temp False short aft nominal with nominal nominal nominal nominal nominal nominal nominal nominal off_nominal config1 config1
Two long low Medium False very_small False very_low high_vaccuum nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded nominal nominal nominal_temp False short forward nominal with nominal off_nominal nominal too_dry nominal nominal nominal nominal nominal config1 config1
One long low Medium False very_small False low nominal nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_42to94 preloaded nominal nominal nominal_temp False short forward nominal with nominal nominal nominal too_dry nominal nominal nominal nominal nominal config1 config1
One short low Medium False very_small False very_low nominal nominal nominal nominal nominal Mko nominal low degraded low nominal short short r_24to48 preloaded nominal nominal nominal_temp False short forward nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
